Job Request ID ,Application Date,Customer Name,Gender,Contact Number,Email Address,National ID Number,Administrative Division (Lagos),Street Name,Zipcode,Description of Need,Latitude,Longitude,Job Status,Completed Date and time,Label,LCDA,Region,LGA
PP20150901608,09/01/2015,Kelechi Balogun,Male,2.34817E+12,kelechi.balogun79@hotmail.com,48117225554,Ikeja Division,Munich,94112,Cracked underground pipe slowly flooding compound,6.604128,3.291481,Closed,13/02/2026 04:03,Sanitation failure,Ayobo-Ipaja LCDA,Badagry,Ojo
PP20180703856,07/03/2018,Uche Ekanem,Male,2.34812E+12,uche.ekanem34@hotmail.com,38307728664,Lagos Island Division,Ocean,94112,Major pipe burst near primary school disrupting access road,6.4464,3.381739,Closed,13/02/2026 04:03,Leak,Iba LCDA,Ikeja,Agege
PP20090324105,03/24/2009,Femi Ajayi,Male,2.34907E+12,femi.ajayi19@gmail.com,29422038555,Ikeja Division,Cayuga,94112,Toilet overflow due to heavily blocked drain system,6.549039,3.309914,Closed,13/02/2026 04:03,Blockage,Itire-Ikate LCDA,Badagry,Badagry
PP20170130545,01/30/2017,Bola Adeyemi,Female,2.3481E+12,bola.adeyemi37@gmail.com,41492913986,Ikorodu Division,University,94134,Toilet overflow due to heavily blocked drain system,6.62535,3.504926,Closed,13/02/2026 04:03,Blockage,Iba LCDA,Ikeja,Agege
PP20160302386,03/02/2016,Adaeze Afolabi,Female,2.34909E+12,adaeze.afolabi45@outlook.com,98218593399,Lagos Island Division,King,94107,Water heater pipe leakage soaking utility area,6.49277,3.351533,Closed,13/02/2026 04:03,Leak,Surulere LCDA,Lagos Island,Apapa
PP20081201950,12/01/2008,Kelechi Adeyemi,Male,2.34818E+12,kelechi.adeyemi30@yahoo.com,56947900377,Ikeja Division,Victoria,94127,Water main leakage along roadside causing traffic obstruction,6.553286,3.299616,Closed,13/02/2026 04:03,Leak,Bariga LCDA,Badagry,Amuwo-Odofin
PP20141023223,10/23/2014,Chioma Bamidele,Female,2.34903E+12,chioma.bamidele35@yahoo.com,54991441794,Badagry Division,Geary,94109,Water pipeline rupture near highway causing erosion,6.466731,3.165141,Closed,13/02/2026 04:03,Sanitation failure,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20130710285,07/10/2013,Ngozi Nnamdi,Female,2.34803E+12,ngozi.nnamdi77@hotmail.com,40007917545,Badagry Division,Otsego,94112,Underground water pipe burst near hospital entrance,6.457404,3.186011,Closed,13/02/2026 04:03,Leak,Apapa-Iganmu LCDA,Ikeja,Ifako-Ijaiye
PP20160825400,08/25/2016,Ayomide Oladipo,Male,2.34904E+12,ayomide.oladipo50@outlook.com,32387704589,Ikeja Division,Green,94123,"firesprinkler installation, 5 heads, 1 st floor",6.585138,3.44363,Closed,13/02/2026 04:03,Sanitation failure,Mosan-Okunola LCDA,Epe,Epe
PP20111019834,10/19/2011,Chukwudi Ekanem,Male,2.34803E+12,chukwudi.ekanem32@gmail.com,95006264078,Ikeja Division,North Point,94109,Toilet overflow due to heavily blocked drain system,6.612498,3.284959,Closed,13/02/2026 04:03,Blockage,Onigbongbo LCDA,Epe,Ibeju-Lekki
PP20160127399,01/27/2016,Adaeze Bamidele,Female,2.34906E+12,adaeze.bamidele15@outlook.com,51815935327,Ikeja Division,Gough,94102,Bathroom floor drain completely clogged with wastewater backup,6.614545,3.318238,Closed,13/02/2026 04:03,Blockage,Ifako-Agege LCDA,Ikeja,Mushin
PP20190723810,07/23/2019,Chinedu Mohammed,Male,2.34817E+12,chinedu.mohammed80@gmail.com,40723824752,Badagry Division,Bertita,94112,Major pipe burst near primary school disrupting access road,6.414194,2.876669,Closed,13/02/2026 04:03,Leak,Amuwo-Odofin LCDA,Ikeja,Ifako-Ijaiye
PP20101020647,10/20/2010,Chisom Ekanem,Female,2.34815E+12,chisom.ekanem69@hotmail.com,74527384087,Badagry Division,Capp,94110,Water main leakage along roadside causing traffic obstruction,6.470154,3.177505,Closed,13/02/2026 04:03,Leak,Ikorodu North LCDA,Ikorodu,Ikorodu
PP20190509653,05/09/2019,Ijeoma Ogunleye,Female,2.34818E+12,ijeoma.ogunleye88@hotmail.com,42867253231,Lagos Island Division,Taylor,94108,Open manhole with visible sewage leakage on street,6.447632,3.352644,Closed,13/02/2026 04:03,Leak,Ikeja LCDA,Epe,Epe
PP20100506849,05/06/2010,Zainab Umeh,Female,2.34819E+12,zainab.umeh18@outlook.com,47416732791,Ikorodu Division,Howard,94105,Sewer overflow spreading wastewater near market area,6.636789,3.507288,Closed,13/02/2026 04:03,Sanitation failure,Ayobo-Ipaja LCDA,Badagry,Ojo
PP20141017087,10/17/2014,Chioma Chukwu,Female,2.34906E+12,chioma.chukwu39@hotmail.com,69746874325,Ikorodu Division,Gough,94109,Water pipeline rupture near highway causing erosion,6.637726,3.518642,Closed,13/02/2026 04:03,Sanitation failure,Itire-Ikate LCDA,Badagry,Badagry
PP20080807143,08/07/2008,Ngozi Okafor,Female,2.34814E+12,ngozi.okafor71@outlook.com,33694045025,Lagos Island Division,Duboce,94103,replace tub and valve,6.501721,3.364487,Closed,13/02/2026 04:03,Sanitation failure,Bariga LCDA,Badagry,Amuwo-Odofin
PP20171103106,11/03/2017,Olamide Okafor,Male,2.34808E+12,olamide.okafor37@yahoo.com,66681265096,Ikorodu Division,Tehama,94105,"new boiler / heater, 399,000 btu",6.623338,3.491223,Closed,13/02/2026 04:03,Sanitation failure,Ifako-Ijaiye LCDA,Badagry,Badagry
PP20191024655,10/24/2019,Abdulrahman Ekanem,Male,2.34903E+12,abdulrahman.ekanem17@outlook.com,13635842538,Ikeja Division,Cotter,94112,Open manhole with visible sewage leakage on street,6.580511,3.425152,Closed,13/02/2026 04:03,Leak,Eredo LCDA,Ikeja,Mushin
PP20150519806,05/19/2015,Zainab Ogunleye,Female,2.34815E+12,zainab.ogunleye60@outlook.com,19489647135,Ikeja Division,32nd,94116,Open manhole with visible sewage leakage on street,6.669311,3.314548,Closed,13/02/2026 04:03,Leak,Iba LCDA,Ikeja,Agege
PP20111116513,11/16/2011,Oluwaseun Ojo,Male,2.34813E+12,oluwaseun.ojo39@outlook.com,67386186428,Ikeja Division,San Benito,94127,Open manhole with visible sewage leakage on street,6.526776,3.371641,Closed,13/02/2026 04:03,Leak,Ikoyi-Obalende LCDA,Epe,Ibeju-Lekki
PP20150630922,06/30/2015,Seyi Nwosu,Male,2.34803E+12,seyi.nwosu20@yahoo.com,62422684332,Ikeja Division,Saint Charles,94132,Open manhole with visible sewage leakage on street,6.595769,3.41608,Closed,13/02/2026 04:03,Leak,Ojokoro LCDA,Badagry,Amuwo-Odofin
PP20140204915,02/04/2014,Obinna Ajayi,Male,2.34905E+12,obinna.ajayi29@yahoo.com,79021650239,Lagos Island Division,Mission,94103,Blocked drainage channel causing street-level flooding,6.458314,3.355335,Closed,13/02/2026 04:03,Blockage,Ikoyi-Obalende LCDA,Epe,Ibeju-Lekki
PP20171103124,11/03/2017,Kelechi Mohammed,Male,2.34905E+12,kelechi.mohammed40@yahoo.com,62363851072,Epe Division,45th,94121,"remodel (1) bathroom on second floor, replace vanity, light, toilet, tile, rebuild shower. replace exhaust fan. no alteration of wall, windows and door. new shower pan.",6.566961,3.974355,Closed,13/02/2026 04:03,Sanitation failure,Ikotun-Ikosi LCDA,Lagos Island,Lagos Mainland
PP20170822113,08/22/2017,Opeyemi Owolabi,Female,2.34802E+12,opeyemi.owolabi21@hotmail.com,63285552531,Ikeja Division,26th,94121,"bathroom remodel - relocate sink, toilet and shower",6.542929,3.35186,Closed,13/02/2026 04:03,Sanitation failure,Iba LCDA,Ikeja,Agege
PP20131101629,11/01/2013,Olamide Mohammed,Male,2.34808E+12,olamide.mohammed37@outlook.com,23064857856,Ikeja Division,Hill,94110,Cracked underground pipe slowly flooding compound,6.667366,3.325602,Closed,13/02/2026 04:03,Sanitation failure,Agbado-Oke Odo LCDA,Lagos Island,Apapa
PP20091215968,12/15/2009,Amaka Chukwu,Female,2.34803E+12,amaka.chukwu72@hotmail.com,55145943557,Lagos Island Division,Lexington,94110,Blocked drainage channel causing street-level flooding,6.515941,3.37706,Closed,13/02/2026 04:03,Blockage,Ikorodu West LCDA,Ikorodu,Ikorodu
PP20120606122,06/06/2012,Adebayo Ojo,Male,2.34904E+12,adebayo.ojo51@hotmail.com,79010967226,Epe Division,Clementina,94103,Flooding due to collapsed drainage system after rainfall,6.606188,3.98201,Closed,13/02/2026 04:03,Blockage,Ojodu LCDA,Lagos Island,Eti-Osa
PP20170605908,06/05/2017,Olamide Okoye,Male,2.34807E+12,olamide.okoye14@gmail.com,75716456860,Ikeja Division,Turk,94102,Minor kitchen sink pipe leakage under cabinet,6.618456,3.320834,Closed,13/02/2026 04:03,Leak,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20181127961,11/27/2018,Temitope Adeyemi,Female,2.3482E+12,temitope.adeyemi21@outlook.com,43763257249,Lagos Island Division,Coleridge,94110,Water pipeline rupture near highway causing erosion,6.447869,3.410222,Closed,13/02/2026 04:03,Sanitation failure,Amuwo-Odofin LCDA,Ikeja,Ifako-Ijaiye
PP20171113340,11/13/2017,Ngozi Nnamdi,Female,2.34813E+12,ngozi.nnamdi74@hotmail.com,9976716318,Ikeja Division,Seal Rock,94121,Septic tank backflow causing strong sewage odor indoors,6.529468,3.343627,Closed,13/02/2026 04:03,Sanitation failure,Iba LCDA,Ikeja,Agege
PP20160712028,07/12/2016,Oluwaseun Danladi,Male,2.34909E+12,oluwaseun.danladi52@yahoo.com,46393201804,Ikeja Division,Sanchez,94131,Water pipeline rupture near highway causing erosion,6.603111,3.286627,Closed,13/02/2026 04:03,Sanitation failure,Ebute-Metta LCDA,Lagos Island,Eti-Osa
PP20080822607,08/22/2008,Ijeoma Abiola,Female,2.34906E+12,ijeoma.abiola92@gmail.com,13640298093,Epe Division,Orizaba,94112,Blocked drainage channel causing street-level flooding,6.577921,3.978209,Closed,13/02/2026 04:03,Blockage,Ikeja LCDA,Epe,Epe
PP20100922037,09/22/2010,Yetunde Ojo,Female,2.34901E+12,yetunde.ojo72@outlook.com,49220537526,Epe Division,Post,94109,Public tap pipe severely damaged in residential community,6.464517,3.593333,Closed,13/02/2026 04:03,Sanitation failure,Oto-Awori LCDA,Lagos Island,Lagos Mainland
PP20160506221,05/06/2016,Yetunde Ojo,Female,2.34808E+12,yetunde.ojo59@hotmail.com,28721232891,Ikeja Division,Santa Fe,94124,Low water pressure affecting entire household supply,6.658751,3.330805,Closed,13/02/2026 04:03,Sanitation failure,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20110602598,06/02/2011,Opeyemi Okafor,Female,2.34909E+12,opeyemi.okafor48@yahoo.com,76055897664,Epe Division,Milton,94112,Bathroom floor drain completely clogged with wastewater backup,6.48218,3.579868,Closed,13/02/2026 04:03,Blockage,Bariga LCDA,Badagry,Amuwo-Odofin
PP20160816100,08/16/2016,Opeyemi Akinyemi,Female,2.34807E+12,opeyemi.akinyemi98@hotmail.com,19409510003,Badagry Division,Larkin,94109,Water main leakage along roadside causing traffic obstruction,6.442821,3.247695,Closed,13/02/2026 04:03,Leak,Coker-Aguda LCDA,Ikeja,Agege
PP20180710986,07/10/2018,Temitope Ojo,Female,2.34907E+12,temitope.ojo26@hotmail.com,44052343390,Ikorodu Division,Normandie,94123,Public tap pipe severely damaged in residential community,6.631197,3.512441,Closed,13/02/2026 04:03,Sanitation failure,Ikorodu North LCDA,Ikorodu,Ikorodu
PP20160720283,07/20/2016,Bola Danladi,Female,2.34903E+12,bola.danladi52@hotmail.com,11190970709,Lagos Island Division,Mission,94110,Water main leakage along roadside causing traffic obstruction,6.427788,3.426739,Closed,13/02/2026 04:03,Leak,Ayobo-Ipaja LCDA,Badagry,Ojo
PP20130913092,09/13/2013,Ayomide Adebisi,Male,2.34818E+12,ayomide.adebisi58@gmail.com,28713786070,Lagos Island Division,Lombard,94111,Septic tank backflow causing strong sewage odor indoors,6.437777,3.365814,Closed,13/02/2026 04:03,Sanitation failure,Lekki LCDA,Ikeja,Oshodi-Isolo
PP20170117227,01/17/2017,Ifeanyi Afolabi,Male,2.34909E+12,ifeanyi.afolabi10@outlook.com,87393351337,Lagos Island Division,Wawona,94127,Sewer overflow spreading wastewater near market area,6.500986,3.357722,Closed,13/02/2026 04:03,Sanitation failure,Isolo LCDA,Ikeja,Ikeja
PP20170424801,04/24/2017,Oluwaseun Mohammed,Male,2.34806E+12,oluwaseun.mohammed33@gmail.com,17918859467,Badagry Division,Vallejo,94109,Severe shower pipe rupture flooding entire bathroom,6.441614,3.241133,Closed,13/02/2026 04:03,Sanitation failure,Egbe-Idimu LCDA,Ikeja,Ikeja
PP20120228773,02/28/2012,Adaeze Akinyemi,Female,2.3482E+12,adaeze.akinyemi24@hotmail.com,72244140660,Ikeja Division,Broad,94112,legalize one bathroom. remove kitche. convert to laundry room. all work at ground floor.,6.558948,3.32039,Closed,13/02/2026 04:03,Sanitation failure,Apapa-Iganmu LCDA,Ikeja,Ifako-Ijaiye
PP20161222684,12/22/2016,Ayomide Adeyemi,Male,2.34906E+12,ayomide.adeyemi53@gmail.com,27825554559,Ikeja Division,Noe,94114,Underground water pipe burst near hospital entrance,6.609127,3.340584,Closed,13/02/2026 04:03,Leak,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20180808815,08/08/2018,Ayomide Adeyemi,Male,2.34816E+12,ayomide.adeyemi88@yahoo.com,57526583058,Ikeja Division,Lombard,94133,Water heater pipe leakage soaking utility area,6.53273,3.302254,Closed,13/02/2026 04:03,Leak,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20110125612,01/25/2011,Obinna Eze,Male,2.34812E+12,obinna.eze97@hotmail.com,71278790270,Badagry Division,Green,94123,Severe shower pipe rupture flooding entire bathroom,6.460689,3.173903,Closed,13/02/2026 04:03,Sanitation failure,Oshodi-Bolade LCDA,Ikeja,Alimosho
PP20130603272,06/03/2013,Aisha Chukwu,Female,2.3481E+12,aisha.chukwu40@hotmail.com,63637599708,Ikeja Division,Green,94123,"replace toilets, sinks, bathtub, shower, in kids & guest bathroom",6.517935,3.347922,Closed,13/02/2026 04:03,Sanitation failure,Badagry West LCDA,Ikeja,Kosofe
PP20190708314,07/08/2019,Zainab Akinyemi,Female,2.34818E+12,zainab.akinyemi19@outlook.com,85855322138,Badagry Division,Shotwell,94110,"1 shower pan permit, per c/n pw20180906387.",6.452922,3.248127,Closed,13/02/2026 04:03,Sanitation failure,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20160325119,03/25/2016,Zainab Adeyemi,Female,2.34819E+12,zainab.adeyemi91@yahoo.com,62780088623,Epe Division,Cesar Chavez,94131,"relocate bathroom, 1 shower. pan.",6.447618,3.563793,Closed,13/02/2026 04:03,Sanitation failure,Agbado-Oke Odo LCDA,Lagos Island,Apapa
PP20091113335,11/13/2009,Ayomide Afolabi,Male,2.34818E+12,ayomide.afolabi37@yahoo.com,68770554023,Ikeja Division,28th,94121,Persistent dripping tap in kitchen wasting water daily,6.547531,3.312677,Closed,13/02/2026 04:03,Sanitation failure,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20180523628,05/23/2018,Chisom Adeyemi,Female,2.34803E+12,chisom.adeyemi89@hotmail.com,96412057313,Badagry Division,Jefferson,94123,Minor kitchen sink pipe leakage under cabinet,6.422525,3.245003,Closed,13/02/2026 04:03,Leak,Ikotun-Ikosi LCDA,Lagos Island,Lagos Mainland
PP20100607591,06/07/2010,Ngozi Ajayi,Female,2.34815E+12,ngozi.ajayi48@outlook.com,93428686934,Lagos Island Division,Larkin,94109,"re-pipe new 6"" sewer line on 2701 larkin st property for 2705-2707-2709 larkin st",6.491638,3.374683,Closed,13/02/2026 04:03,Sanitation failure,Mosan-Okunola LCDA,Epe,Epe
PP20190613688,06/13/2019,Yetunde Nwosu,Female,2.34903E+12,yetunde.nwosu60@hotmail.com,65827938043,Ikorodu Division,Burnett,94131,Sewer overflow spreading wastewater near market area,6.61555,3.51433,Open,13/02/2026 04:03,Sanitation failure,Eredo LCDA,Ikeja,Mushin
PP20150309620,03/09/2015,Opeyemi Danladi,Female,2.34907E+12,opeyemi.danladi59@yahoo.com,45072668673,Ikeja Division,Linda,94110,"install new house trap and sewer, install new building drain with floor drains & trap.",6.616913,3.314694,Closed,13/02/2026 04:03,Blockage,Surulere LCDA,Lagos Island,Apapa
PP20170926030,09/26/2017,Olamide Adeyemi,Male,2.3481E+12,olamide.adeyemi16@outlook.com,93973392231,Badagry Division,18th,94114,Water heater pipe leakage soaking utility area,6.422682,2.887154,Open,13/02/2026 04:03,Leak,Onigbongbo LCDA,Epe,Ibeju-Lekki
PP20140326379,03/26/2014,Abdulrahman Oladipo,Male,2.34802E+12,abdulrahman.oladipo90@gmail.com,21521874844,Ikorodu Division,Rose,94102,Cracked underground pipe slowly flooding compound,6.624483,3.549762,Closed,13/02/2026 04:03,Sanitation failure,Ojodu LCDA,Lagos Island,Eti-Osa
PP20160610194,06/10/2016,Chioma Umeh,Female,2.34815E+12,chioma.umeh77@gmail.com,32983646779,Epe Division,20th,94132,Underground water pipe burst near hospital entrance,6.449159,3.602247,Closed,13/02/2026 04:03,Leak,Ikeja LCDA,Epe,Epe
PP20080514681,05/14/2008,Yetunde Ibrahim,Female,2.34809E+12,yetunde.ibrahim46@gmail.com,54174757088,Badagry Division,Polk,94109,Sudden burst water pipe inside bathroom wall causing flooding,6.458126,3.185873,Closed,13/02/2026 04:03,Leak,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20140717456,07/17/2014,Obinna Afolabi,Male,2.34909E+12,obinna.afolabi92@yahoo.com,24676260481,Lagos Island Division,Jackson,94109,Low water pressure affecting entire household supply,6.523945,3.374958,Closed,13/02/2026 04:03,Sanitation failure,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20140617579,06/17/2014,Femi Ogunleye,Male,2.34807E+12,femi.ogunleye64@outlook.com,28275649699,Badagry Division,Turk,94102,Water pipeline rupture near highway causing erosion,6.409302,2.888295,Closed,13/02/2026 04:03,Sanitation failure,Apapa-Iganmu LCDA,Ikeja,Ifako-Ijaiye
PP20150126461,01/26/2015,Opeyemi Ekanem,Female,2.34907E+12,opeyemi.ekanem40@gmail.com,24583779574,Ikorodu Division,Scott,94117,Flooding due to collapsed drainage system after rainfall,6.604228,3.518006,Closed,13/02/2026 04:03,Blockage,Isolo LCDA,Ikeja,Ikeja
PP20150811033,08/11/2015,Kelechi Oladipo,Male,2.34904E+12,kelechi.oladipo98@outlook.com,3583594895,Lagos Island Division,Summit,94132,Low water pressure affecting entire household supply,6.449938,3.383399,Closed,13/02/2026 04:03,Sanitation failure,Ifako-Agege LCDA,Ikeja,Mushin
PP20110323936,03/23/2011,Kunle Ibrahim,Male,2.34813E+12,kunle.ibrahim56@gmail.com,21259774006,Ikeja Division,Turk,94115,Open manhole with visible sewage leakage on street,6.5228,3.367171,Closed,13/02/2026 04:03,Leak,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20130718523,07/18/2013,Oluwaseun Bamidele,Male,2.34803E+12,oluwaseun.bamidele27@outlook.com,13947980843,Epe Division,Brussels,94134,Sudden burst water pipe inside bathroom wall causing flooding,6.464647,3.588585,Closed,13/02/2026 04:03,Leak,Ikeja LCDA,Epe,Epe
PP20170321908,03/21/2017,Kunle Adeyemi,Male,2.34818E+12,kunle.adeyemi27@yahoo.com,94879494082,Badagry Division,California,94104,Water heater pipe leakage soaking utility area,6.45939,3.340879,Closed,13/02/2026 04:03,Leak,Onigbongbo LCDA,Epe,Ibeju-Lekki
PP20190405698,04/05/2019,Zainab Chukwu,Female,2.34803E+12,zainab.chukwu80@hotmail.com,4925633116,Badagry Division,Paris,94112,Underground water pipe burst near hospital entrance,6.456855,3.268486,Closed,13/02/2026 04:03,Leak,Ojokoro LCDA,Badagry,Amuwo-Odofin
PP20150929357,09/29/2015,Temitope Bamidele,Female,2.34903E+12,temitope.bamidele90@gmail.com,44161442124,Ikeja Division,Hyde,94109,Blocked drainage channel causing street-level flooding,6.668044,3.335287,Closed,13/02/2026 04:03,Blockage,Amuwo-Odofin LCDA,Ikeja,Ifako-Ijaiye
PP20080616627,06/16/2008,Temitope Nwosu,Female,2.34812E+12,temitope.nwosu27@hotmail.com,53615894385,Badagry Division,Mendell,94124,Toilet overflow due to heavily blocked drain system,6.467681,3.346259,Closed,13/02/2026 04:03,Blockage,Mosan-Okunola LCDA,Epe,Epe
PP20111215140,12/15/2011,Femi Nwosu,Male,2.34808E+12,femi.nwosu52@outlook.com,30892505226,Lagos Island Division,02nd,94105,Blocked drainage channel causing street-level flooding,6.489712,3.36825,Open,13/02/2026 04:03,Blockage,Badagry West LCDA,Ikeja,Kosofe
PP20090609911,06/09/2009,Ifeanyi Oladipo,Male,2.34909E+12,ifeanyi.oladipo98@outlook.com,85084124127,Badagry Division,19th,94121,Toilet overflow due to heavily blocked drain system,6.464753,3.332658,Closed,13/02/2026 04:03,Blockage,Odi-Olowo/Ojuwoye LCDA,Lagos Island,Lagos Island
PP20140917172,09/17/2014,Abdulrahman Nnamdi,Male,2.34812E+12,abdulrahman.nnamdi83@hotmail.com,51106554272,Ikeja Division,Sacramento,94118,Bathroom floor drain completely clogged with wastewater backup,6.670718,3.331122,Closed,13/02/2026 04:03,Blockage,Ifako-Ijaiye LCDA,Badagry,Badagry
PP20180319760,03/19/2018,Femi Nwosu,Male,2.34903E+12,femi.nwosu53@outlook.com,47245016893,Badagry Division,Farallones,94112,Severe shower pipe rupture flooding entire bathroom,6.413838,2.887147,Closed,13/02/2026 04:03,Sanitation failure,Ifako-Ijaiye LCDA,Badagry,Badagry
PP20140513672,05/13/2014,Seyi Okafor,Male,2.34909E+12,seyi.okafor92@outlook.com,43291217040,Epe Division,Buchanan,94102,Severe shower pipe rupture flooding entire bathroom,6.485781,3.594854,Closed,13/02/2026 04:03,Sanitation failure,Egbe-Idimu LCDA,Ikeja,Ikeja
PP20110420616,04/20/2011,Ijeoma Afolabi,Female,2.34818E+12,ijeoma.afolabi94@gmail.com,42809072694,Ikeja Division,La Playa,94121,Underground water pipe burst near hospital entrance,6.591992,3.412145,Closed,13/02/2026 04:03,Leak,Lekki LCDA,Ikeja,Oshodi-Isolo
PP20160107809,01/07/2016,Chioma Abiola,Female,2.34819E+12,chioma.abiola46@hotmail.com,16625400162,Epe Division,Harrison,94110,Major pipe burst near primary school disrupting access road,6.461108,3.594553,Closed,13/02/2026 04:03,Leak,Bariga LCDA,Badagry,Amuwo-Odofin
PP20160921180,09/21/2016,Adebayo Yakubu,Male,2.34814E+12,adebayo.yakubu41@gmail.com,82937364573,Lagos Island Division,Ellis,94102,Underground water pipe burst near hospital entrance,6.53316,3.393927,Closed,13/02/2026 04:03,Leak,Badagry Central LCDA,Badagry,Ajeromi-Ifelodun
PP20151112467,11/12/2015,Ayomide Adebisi,Male,2.34902E+12,ayomide.adebisi50@yahoo.com,59188995596,Ikorodu Division,Precita,94110,Persistent dripping tap in kitchen wasting water daily,6.61336,3.508205,Closed,13/02/2026 04:03,Sanitation failure,Ifako-Ijaiye LCDA,Badagry,Badagry
PP20180206589,02/06/2018,Olamide Nnamdi,Male,2.34901E+12,olamide.nnamdi36@outlook.com,36906079500,Badagry Division,Webster,94117,Public tap pipe severely damaged in residential community,6.398605,2.881075,Closed,13/02/2026 04:03,Sanitation failure,Orile-Agege LCDA,Ikeja,Kosofe
PP20180917930,09/17/2018,Olamide Ibrahim,Male,2.34808E+12,olamide.ibrahim96@yahoo.com,36447133759,Lagos Island Division,Los Palmos,94127,"kitchen remodel, replace sink, dishwasher and garbage disposal, install gas for range.",6.506866,3.356135,Closed,13/02/2026 04:03,Sanitation failure,Ikeja LCDA,Epe,Epe
PP20120628686,06/28/2012,Ijeoma Ekanem,Female,2.34811E+12,ijeoma.ekanem49@gmail.com,89839625045,Badagry Division,Jones,94109,Sudden burst water pipe inside bathroom wall causing flooding,6.456405,3.248095,Closed,13/02/2026 04:03,Leak,Ikorodu West LCDA,Ikorodu,Ikorodu
PP20141201153,12/01/2014,Opeyemi Ajayi,Female,2.34908E+12,opeyemi.ajayi79@hotmail.com,46343810359,Ikorodu Division,Delancey,94107,Water heater pipe leakage soaking utility area,6.622641,3.499023,Closed,13/02/2026 04:03,Leak,Ebute-Metta LCDA,Lagos Island,Eti-Osa
PP20180208671,02/08/2018,Kunle Ogunleye,Male,2.34817E+12,kunle.ogunleye27@yahoo.com,73082597469,Lagos Island Division,San Jose,94112,Severe shower pipe rupture flooding entire bathroom,6.525252,3.349289,Closed,13/02/2026 04:03,Sanitation failure,Mosan-Okunola LCDA,Epe,Epe
PP20171108219,11/08/2017,Temitope Chukwu,Female,2.34808E+12,temitope.chukwu65@outlook.com,80710357009,Ikeja Division,Beach,94109,Public tap pipe severely damaged in residential community,6.599931,3.335195,Closed,13/02/2026 04:03,Sanitation failure,Odi-Olowo/Ojuwoye LCDA,Lagos Island,Lagos Island
PP20100928174,09/28/2010,Ayomide Okoye,Male,2.34807E+12,ayomide.okoye81@yahoo.com,18362008324,Badagry Division,Chestnut,94123,Sewer overflow spreading wastewater near market area,6.47306,3.190774,Closed,13/02/2026 04:03,Sanitation failure,Surulere LCDA,Lagos Island,Apapa
PP20191226256,12/26/2019,Femi Yakubu,Male,2.34807E+12,femi.yakubu44@outlook.com,2358234782,Ikorodu Division,Kirkham,94122,Underground water pipe burst near hospital entrance,6.624067,3.52571,Closed,13/02/2026 04:03,Leak,Eredo LCDA,Ikeja,Mushin
PP20131223900,12/23/2013,Chisom Oladipo,Female,2.34818E+12,chisom.oladipo36@gmail.com,26800152742,Badagry Division,34th,94121,Open manhole with visible sewage leakage on street,6.440511,3.267474,Closed,13/02/2026 04:03,Leak,Oto-Awori LCDA,Lagos Island,Lagos Mainland
PP20171205854,12/05/2017,Ayomide Umeh,Male,2.34806E+12,ayomide.umeh12@gmail.com,77142618115,Badagry Division,Vicksburg,94114,install (1) shower pan,6.424322,2.882634,Closed,13/02/2026 04:03,Sanitation failure,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20141002644,10/02/2014,Yetunde Okoye,Female,2.34815E+12,yetunde.okoye48@hotmail.com,22914467725,Lagos Island Division,Broderick,94115,install new plumbing fixtures for kitchen & bathroom.,6.465456,3.383637,Closed,13/02/2026 04:03,Sanitation failure,Badagry West LCDA,Ikeja,Kosofe
PP20170925995,09/25/2017,Uche Danladi,Male,2.34905E+12,uche.danladi59@gmail.com,43953780035,Ikorodu Division,08th,94103,Water main leakage along roadside causing traffic obstruction,6.611155,3.504414,Closed,13/02/2026 04:03,Leak,Agbado-Oke Odo LCDA,Lagos Island,Apapa
PP20181018869,10/18/2018,Abdulrahman Chukwu,Male,2.34906E+12,abdulrahman.chukwu94@gmail.com,70239182330,Ikeja Division,Diamond Heights,94131,Sewer overflow spreading wastewater near market area,6.54831,3.297534,Closed,13/02/2026 04:03,Sanitation failure,Ikeja LCDA,Epe,Epe
PP20160408486,04/08/2016,Oluwaseun Ibrahim,Male,2.34803E+12,oluwaseun.ibrahim59@gmail.com,44104469917,Lagos Island Division,21st,94121,"upgrade plumbing for existing bathroom & laundry, no gas, utility",6.445331,3.419311,Closed,13/02/2026 04:03,Sanitation failure,Onigbongbo LCDA,Epe,Ibeju-Lekki
PP20121127358,11/27/2012,Adaeze Afolabi,Female,2.34803E+12,adaeze.afolabi13@hotmail.com,44819140447,Ikeja Division,17th,94117,Septic tank backflow causing strong sewage odor indoors,6.530825,3.348896,Closed,13/02/2026 04:03,Sanitation failure,Yaba LCDA,Ikeja,Alimosho
