,Job Request ID ,Application Date,Customer Name,Gender,Contact Number,Email Address,National ID Number,Administrative Division (Lagos),LGA Zone,Street Name,Zipcode,Description of Need,Latitude,Longitude,Job Status,Completed Date and time
1908,PP20120418934,2012-04-18,Ifeanyi Oladipo,Male,2348183049603,ifeanyi.oladipo20@hotmail.com,77064171545,Ikeja Division,Kosofe,Mount Vernon,94112.0,Toilet overflow due to heavily blocked drain system,6.579472,3.415463,Other,2026-02-13 04:03:00
1909,PP20160502082,2016-05-02,Chioma Umeh,Female,2349058712946,chioma.umeh86@gmail.com,97822629493,Ikeja Division,Agege,Fillmore,94115.0,Toilet overflow due to heavily blocked drain system,6.611523,3.32416,Other,2026-02-13 04:03:00
1910,PP20110819410,2011-08-19,Temitope Umeh,Female,2349026495537,temitope.umeh24@gmail.com,87851704164,Ikeja Division,Ikeja,20th,94122.0,Toilet overflow due to heavily blocked drain system,6.597801,3.354193,Other,2026-02-13 04:03:00
1911,PP20110520334,2011-05-20,Chioma Nwosu,Female,2348111835637,chioma.nwosu83@hotmail.com,92625391854,Ikorodu Division,Ikorodu,08th,94103.0,Major pipe burst near primary school disrupting access road,6.618951,3.512325,Other,2026-02-13 04:03:00
1912,PP20090702420,2009-07-02,Chisom Eze,Female,2348169707924,chisom.eze20@gmail.com,47477038133,Epe Division,Ibeju-Lekki,Randall,94131.0,Septic tank backflow causing strong sewage odor indoors,6.463299,3.596717,Other,2026-02-13 04:03:00
1913,PP20171215232,2017-12-15,Amaka Umeh,Female,2349097533356,amaka.umeh29@hotmail.com,9960473492,Lagos Island Division,Apapa,Ford,94114.0,High-pressure pipe burst affecting multiple residential buildings,6.437038,3.363876,Other,2026-02-13 04:03:00
1914,PP20080324126,2008-03-24,Aisha Adeyemi,Female,2349049767375,aisha.adeyemi39@yahoo.com,42324182904,Lagos Island Division,Lagos Mainland,Mcallister,94102.0,Major pipe burst near primary school disrupting access road,6.536219,3.384009,Other,2026-02-13 04:03:00
1915,PP20190520923,2019-05-20,Seyi Eze,Male,2348057694309,seyi.eze19@yahoo.com,31785715092,Badagry Division,Ajeromi-Ifelodun,Bush,94109.0,Water heater pipe leakage soaking utility area,6.464675,3.328017,Other,2026-02-13 04:03:00
1916,PP20140825508,2014-08-25,Ayomide Afolabi,Male,2348051774430,ayomide.afolabi67@outlook.com,60562774114,Ikorodu Division,Ikorodu,Green,94123.0,Low water pressure affecting entire household supply,6.629761,3.49627,Other,2026-02-13 04:03:00
1917,PP20090219308,2009-02-19,Ngozi Adebisi,Female,2348025332827,ngozi.adebisi38@gmail.com,33406299787,Lagos Island Division,Lagos Mainland,Jerrold,94124.0,Underground water pipe burst near hospital entrance,6.514699,3.375224,Other,2026-02-13 04:03:00
1918,PP20151030192,2015-10-30,Ngozi Adeyemi,Female,2348033041001,ngozi.adeyemi67@gmail.com,16349481124,Lagos Island Division,Eti-Osa,Balboa,94121.0,Public tap pipe severely damaged in residential community,6.445477,3.425698,Other,2026-02-13 04:03:00
1919,PP20181026084,2018-10-26,Yetunde Oladipo,Female,2349048532720,yetunde.oladipo24@outlook.com,39982047005,Lagos Island Division,Lagos Mainland,Market,94102.0,g/f: f/s t.i. - relocate 4 fire sprinklers.,6.51472,3.376097,Other,2026-02-13 04:03:00
1920,PP20140703080,2014-07-03,Uche Adeyemi,Male,2349034447738,uche.adeyemi42@yahoo.com,67723848448,Badagry Division,Ojo,Stanyan,94117.0,High-pressure pipe burst affecting multiple residential buildings,6.454857,3.175902,Other,2026-02-13 04:03:00
1921,PP20180830469,2018-08-30,Oluwaseun Danladi,Male,2348180444782,oluwaseun.danladi28@hotmail.com,52408996031,Ikeja Division,Oshodi-Isolo,California,94104.0,Open manhole with visible sewage leakage on street,6.563389,3.294383,Other,2026-02-13 04:03:00
1922,PP20151007585,2015-10-07,Chisom Yakubu,Female,2348117213134,chisom.yakubu85@gmail.com,23190388820,Badagry Division,Amuwo-Odofin,08th,94118.0,Toilet overflow due to heavily blocked drain system,6.466088,3.258282,Other,2026-02-13 04:03:00
1923,PP20110617983,2011-06-17,Abdulrahman Abiola,Male,2349017026901,abdulrahman.abiola90@yahoo.com,2973767178,Lagos Island Division,Apapa,Market,94103.0,h&m: demo arm over in demising wall reconnect heads to line of other side total of 5,6.459709,3.354371,Other,2026-02-13 04:03:00
1924,PP20130621836,2013-06-21,Kunle Eze,Male,2349021156558,kunle.eze79@hotmail.com,95268776414,Badagry Division,Badagry,30th,94122.0,Toilet overflow due to heavily blocked drain system,6.413501,2.870668,Other,2026-02-13 04:03:00
1925,PP20141210416,2014-12-10,Adaeze Danladi,Female,2348107548165,adaeze.danladi88@gmail.com,41904561575,Ikeja Division,Agege,35th,94116.0,High-pressure pipe burst affecting multiple residential buildings,6.610253,3.340937,Other,2026-02-13 04:03:00
1926,PP20120209367,2012-02-09,Chioma Okoye,Female,2349063861341,chioma.okoye10@yahoo.com,22612680414,Lagos Island Division,Eti-Osa,Jennings,94124.0,Flooding due to collapsed drainage system after rainfall,6.446061,3.410828,Other,2026-02-13 04:03:00
1927,PP20130729788,2013-07-29,Bola Oladipo,Female,2348127020476,bola.oladipo11@hotmail.com,57644152521,Lagos Island Division,Eti-Osa,Quesada,94124.0,Toilet overflow due to heavily blocked drain system,6.429445,3.420387,Other,2026-02-13 04:03:00
1928,PP20150818259,2015-08-18,Uche Bamidele,Male,2348111775217,uche.bamidele75@yahoo.com,73483054924,Badagry Division,Amuwo-Odofin,Clinton,94103.0,Major pipe burst near primary school disrupting access road,6.436042,3.255913,Other,2026-02-13 04:03:00
1929,PP20161114649,2016-11-14,Ijeoma Ekanem,Female,2348083448877,ijeoma.ekanem55@yahoo.com,70323111284,Ikeja Division,Oshodi-Isolo,Vesta,94124.0,Sudden burst water pipe inside bathroom wall causing flooding,6.54636,3.306146,Other,2026-02-13 04:03:00
1930,PP20101208640,2010-12-08,Bola Danladi,Female,2348181274675,bola.danladi69@hotmail.com,33289053762,Lagos Island Division,Surulere,Laguna,94123.0,shower pan installation.,6.492381,3.352907,Other,2026-02-13 04:03:00
1931,PP20100913778,2010-09-13,Amaka Ibrahim,Female,2349047000295,amaka.ibrahim61@gmail.com,43397831093,Lagos Island Division,Apapa,39th,94122.0,"upon insp. request additional permit to pp20100611705: (n) rainwater leaders, replace (e) 5"" heater flue with 5"" flue, relocate laundry and replumb accordingly, legalize basement bathroom.",6.44873,3.356844,Other,2026-02-13 04:03:00
1932,PP20100310568,2010-03-10,Ayomide Owolabi,Male,2349054641306,ayomide.owolabi57@outlook.com,74133941643,Lagos Island Division,Lagos Island,Green,94133.0,Septic tank backflow causing strong sewage odor indoors,6.450381,3.387415,Other,2026-02-13 04:03:00
1933,PP20111114424,2011-11-14,Zainab Okoye,Female,2349033327378,zainab.okoye79@hotmail.com,71059976802,Badagry Division,Badagry,Broderick,94123.0,Low water pressure affecting entire household supply,6.418195,2.901536,Other,2026-02-13 04:03:00
1934,PP20120905311,2012-09-05,Adaeze Okoye,Female,2348193575593,adaeze.okoye39@yahoo.com,84562625764,Badagry Division,Ojo,Page,94117.0,Cracked underground pipe slowly flooding compound,6.462399,3.192961,Other,2026-02-13 04:03:00
1935,PP20100528373,2010-05-28,Zainab Yakubu,Female,2348116501504,zainab.yakubu36@outlook.com,53163591157,Ikorodu Division,Ikorodu,Grove,94117.0,Sewer overflow spreading wastewater near market area,6.605498,3.512078,Other,2026-02-13 04:03:00
1936,PP20080410663,2008-04-10,Oluwaseun Nwosu,Male,2348022649007,oluwaseun.nwosu83@outlook.com,9654970453,Ikeja Division,Kosofe,Eddy,94102.0,Flooding due to collapsed drainage system after rainfall,6.572326,3.401931,Other,2026-02-13 04:03:00
1937,PP20150629882,2015-06-29,Tunde Ogunleye,Male,2348138625293,tunde.ogunleye79@yahoo.com,99174958140,Ikorodu Division,Ikorodu,Coleridge,94110.0,Water main leakage along roadside causing traffic obstruction,6.612006,3.522419,Other,2026-02-13 04:03:00
1938,PP20160512421,2016-05-12,Oluwaseun Abiola,Male,2348062954882,oluwaseun.abiola51@gmail.com,25743431070,Lagos Island Division,Surulere,Byxbee,94132.0,Toilet overflow due to heavily blocked drain system,6.5064,3.36323,Other,2026-02-13 04:03:00
1939,PP20130530164,2013-05-30,Ngozi Ogunleye,Female,2348112304813,ngozi.ogunleye76@hotmail.com,14792852966,Ikeja Division,Ikeja,Noe,94114.0,Cracked underground pipe slowly flooding compound,6.586473,3.349537,Other,2026-02-13 04:03:00
1940,PP20151119692,2015-11-19,Uche Ibrahim,Male,2348121782855,uche.ibrahim76@hotmail.com,63523220420,Ikeja Division,Ifako-Ijaiye,Larkin,94109.0,High-pressure pipe burst affecting multiple residential buildings,6.672817,3.330355,Other,2026-02-13 04:03:00
1941,PP20110907825,2011-09-07,Bola Afolabi,Female,2348094502844,bola.afolabi15@gmail.com,83811334049,Ikeja Division,Mushin,34th,94122.0,Cracked underground pipe slowly flooding compound,6.508862,3.345697,Other,2026-02-13 04:03:00
1942,PP20090930362,2009-09-30,Amaka Akinyemi,Female,2349071686453,amaka.akinyemi19@yahoo.com,14995234588,Badagry Division,Badagry,Retiro,94123.0,Water heater pipe leakage soaking utility area,6.414359,2.890363,Other,2026-02-13 04:03:00
1943,PP20191113141,2019-11-13,Bola Eze,Female,2349060323018,bola.eze86@yahoo.com,50592449320,Badagry Division,Ojo,Shotwell,94103.0,Severe shower pipe rupture flooding entire bathroom,6.439039,3.181379,Other,2026-02-13 04:03:00
1944,PP20180712091,2018-07-12,Uche Ibrahim,Male,2348095101612,uche.ibrahim21@yahoo.com,67473727584,Badagry Division,Ojo,Bryant,94103.0,Persistent dripping tap in kitchen wasting water daily,6.46243,3.191496,Other,2026-02-13 04:03:00
1945,PP20170626511,2017-06-26,Zainab Adeyemi,Female,2348106836016,zainab.adeyemi58@yahoo.com,7241646644,Lagos Island Division,Lagos Island,Everglade,94132.0,Cracked underground pipe slowly flooding compound,6.461029,3.400526,Other,2026-02-13 04:03:00
1946,PP20090810221,2009-08-10,Aisha Mohammed,Female,2349015984960,aisha.mohammed81@outlook.com,82703125304,Lagos Island Division,Surulere,33rd,94122.0,Cracked underground pipe slowly flooding compound,6.488901,3.34172,Other,2026-02-13 04:03:00
1947,PP20190419090,2019-04-19,Emeka Danladi,Male,2349078457319,emeka.danladi78@gmail.com,21332447968,Ikeja Division,Kosofe,Shafter,94124.0,Severe shower pipe rupture flooding entire bathroom,6.579369,3.426716,Other,2026-02-13 04:03:00
1948,PP20130913119,2013-09-13,Ayomide Danladi,Male,2348101454552,ayomide.danladi52@yahoo.com,61250765494,Ikeja Division,Ikeja,San Jose,94112.0,Toilet overflow due to heavily blocked drain system,6.615735,3.358605,Other,2026-02-13 04:03:00
1949,PP20120515622,2012-05-15,Temitope Adeyemi,Female,2348132822169,temitope.adeyemi69@gmail.com,77282976880,Lagos Island Division,Lagos Island,Guerrero,94110.0,Sudden burst water pipe inside bathroom wall causing flooding,6.458393,3.398496,Other,2026-02-13 04:03:00
1950,PP20130523980,2013-05-23,Chukwudi Abiola,Male,2348123054150,chukwudi.abiola38@yahoo.com,2622370337,Ikeja Division,Alimosho,Bryant,94110.0,Severe shower pipe rupture flooding entire bathroom,6.603439,3.293699,Other,2026-02-13 04:03:00
1951,PP20151105335,2015-11-05,Olamide Oladipo,Male,2348053253044,olamide.oladipo87@yahoo.com,63729685330,Ikeja Division,Kosofe,Day,94131.0,Bathroom floor drain completely clogged with wastewater backup,6.599991,3.407274,Other,2026-02-13 04:03:00
1952,PP20151201940,2015-12-01,Ngozi Owolabi,Female,2349087747960,ngozi.owolabi83@outlook.com,52206826828,Lagos Island Division,Lagos Mainland,De Montfort,94112.0,High-pressure pipe burst affecting multiple residential buildings,6.540548,3.37598,Other,2026-02-13 04:03:00
1953,PP20190801073,2019-08-01,Chukwudi Okafor,Male,2348097287153,chukwudi.okafor44@outlook.com,12368089435,Badagry Division,Ajeromi-Ifelodun,King,94107.0,Persistent dripping tap in kitchen wasting water daily,6.479954,3.319232,Other,2026-02-13 04:03:00
1954,PP20161219553,2016-12-19,Abdulrahman Okafor,Male,2349025981999,abdulrahman.okafor32@hotmail.com,94447979387,Epe Division,Ibeju-Lekki,Fremont,94105.0,Sudden burst water pipe inside bathroom wall causing flooding,6.475859,3.577632,Other,2026-02-13 04:03:00
1955,PP20190621959,2019-06-21,Ngozi Bamidele,Female,2348075361610,ngozi.bamidele30@gmail.com,51857546392,Epe Division,Ibeju-Lekki,43rd,94116.0,legalize e) kitchen at ground floor. in compliant nov# 201626091. remodel (e) bath at ground floor.,6.455847,3.587185,Other,2026-02-13 04:03:00
1956,PP20110727840,2011-07-27,Ijeoma Nwosu,Female,2348134177038,ijeoma.nwosu37@hotmail.com,61920010102,Badagry Division,Badagry,Oak,94102.0,Water heater pipe leakage soaking utility area,6.425095,2.876551,Other,2026-02-13 04:03:00
1957,PP20180718274,2018-07-18,Chioma Mohammed,Female,2349049524075,chioma.mohammed67@gmail.com,88783743319,Lagos Island Division,Lagos Island,North Point,94109.0,Sewer overflow spreading wastewater near market area,6.43911,3.393782,Other,2026-02-13 04:03:00
1958,PP20110610768,2011-06-10,Adaeze Okafor,Female,2348141338842,adaeze.okafor37@yahoo.com,88038311983,Badagry Division,Ajeromi-Ifelodun,Buena Vista,94114.0,correction of violation on sewer.,6.465826,3.338783,Other,2026-02-13 04:03:00
1959,PP20170629629,2017-06-29,Obinna Ojo,Male,2348195700661,obinna.ojo94@gmail.com,70483848,Badagry Division,Badagry,48th,94122.0,"run 1/2"" supply line to rear wall of house for back area hose bib re-connect rain leader drain line (2""-3"")",6.424496,2.884406,Other,2026-02-13 04:03:00
1960,PP20170728404,2017-07-28,Uche Yakubu,Male,2349021577087,uche.yakubu70@outlook.com,17662919006,Ikeja Division,Kosofe,Foote,94112.0,Septic tank backflow causing strong sewage odor indoors,6.601855,3.418942,Other,2026-02-13 04:03:00
1961,PP20171018674,2017-10-18,Ijeoma Abiola,Female,2348118520792,ijeoma.abiola42@outlook.com,80931782268,Lagos Island Division,Lagos Island,Scott,94115.0,Open manhole with visible sewage leakage on street,6.450636,3.378584,Other,2026-02-13 04:03:00
1962,PP20120104483,2012-01-04,Kunle Nnamdi,Male,2348156952528,kunle.nnamdi46@outlook.com,66101597751,Ikorodu Division,Ikorodu,Belgrave,94117.0,High-pressure pipe burst affecting multiple residential buildings,6.616773,3.507136,Other,2026-02-13 04:03:00
1963,PP20080424099,2008-04-24,Chioma Yakubu,Female,2348150743088,chioma.yakubu45@outlook.com,89340890682,Lagos Island Division,Lagos Island,Harbor,94124.0,Open manhole with visible sewage leakage on street,6.463703,3.399325,Other,2026-02-13 04:03:00
1964,PP20090504095,2009-05-04,Oluwaseun Ojo,Male,2348154898670,oluwaseun.ojo37@yahoo.com,19730755351,Lagos Island Division,Lagos Island,21st,94121.0,Open manhole with visible sewage leakage on street,6.442306,3.396423,Other,2026-02-13 04:03:00
1965,PP20160930448,2016-09-30,Opeyemi Bamidele,Female,2348069938299,opeyemi.bamidele32@hotmail.com,51586308046,Lagos Island Division,Surulere,Clayton,94117.0,High-pressure pipe burst affecting multiple residential buildings,6.503615,3.37608,Other,2026-02-13 04:03:00
1966,PP20160315741,2016-03-15,Ngozi Adebisi,Female,2348024638552,ngozi.adebisi14@yahoo.com,99527680736,Ikeja Division,Ifako-Ijaiye,26th,94121.0,Cracked underground pipe slowly flooding compound,6.678675,3.336208,Other,2026-02-13 04:03:00
1967,PP20140428255,2014-04-28,Seyi Owolabi,Male,2348129495324,seyi.owolabi15@gmail.com,63704332047,Lagos Island Division,Eti-Osa,Union,94123.0,Water pipeline rupture near highway causing erosion,6.433701,3.425783,Other,2026-02-13 04:03:00
1968,PP20191118286,2019-11-18,Ifeanyi Adebisi,Male,2349065104452,ifeanyi.adebisi51@outlook.com,95045884257,Ikeja Division,Agege,Ofarrell,94109.0,Water main leakage along roadside causing traffic obstruction,6.627995,3.322672,Other,2026-02-13 04:03:00
1969,PP20170809717,2017-08-09,Chinedu Ibrahim,Male,2348180339175,chinedu.ibrahim96@hotmail.com,47071612496,Ikeja Division,Kosofe,Sacramento,94108.0,1 shower pan,6.579806,3.408974,Other,2026-02-13 04:03:00
1970,PP20120215498,2012-02-15,Olamide Ogunleye,Male,2348050273233,olamide.ogunleye22@yahoo.com,84024277073,Ikeja Division,Kosofe,Sacramento,94109.0,Water main leakage along roadside causing traffic obstruction,6.587092,3.429002,Other,2026-02-13 04:03:00
1971,PP20080603216,2008-06-03,Femi Ojo,Male,2348033830004,femi.ojo34@outlook.com,59717634521,Ikorodu Division,Ikorodu,Montgomery,94133.0,Minor kitchen sink pipe leakage under cabinet,6.61343,3.486597,Other,2026-02-13 04:03:00
1972,PP20091130625,2009-11-30,Chinedu Umeh,Male,2349055580957,chinedu.umeh75@hotmail.com,13600384025,Ikeja Division,Kosofe,Arlington,94131.0,Water heater pipe leakage soaking utility area,6.579178,3.425835,Other,2026-02-13 04:03:00
1973,PP20130418057,2013-04-18,Oluwaseun Yakubu,Male,2349072493084,oluwaseun.yakubu67@yahoo.com,25549482963,Lagos Island Division,Eti-Osa,Texas,94107.0,Low water pressure affecting entire household supply,6.438476,3.426182,Other,2026-02-13 04:03:00
1974,PP20191008116,2019-10-08,Ifeanyi Ajayi,Male,2349011630416,ifeanyi.ajayi45@yahoo.com,19222295587,Ikeja Division,Ifako-Ijaiye,Golden Gate,94115.0,#11: kitchen and bathroom rehabilitation. install washer/dryer.,6.667,3.31581,Other,2026-02-13 04:03:00
1975,PP20090519447,2009-05-19,Kunle Adeyemi,Male,2348188015768,kunle.adeyemi47@yahoo.com,96191066056,Epe Division,Ibeju-Lekki,Clay,94118.0,Bathroom floor drain completely clogged with wastewater backup,6.475153,3.576657,Other,2026-02-13 04:03:00
1976,PP20120315173,2012-03-15,Zainab Nwosu,Female,2348038326441,zainab.nwosu23@outlook.com,5980119236,Ikeja Division,Mushin,Valdez,94112.0,High-pressure pipe burst affecting multiple residential buildings,6.549141,3.360305,Other,2026-02-13 04:03:00
1977,PP20090123671,2009-01-23,Amaka Ogunleye,Female,2348085346754,amaka.ogunleye24@gmail.com,26446668002,Lagos Island Division,Eti-Osa,04th,94122.0,Cracked underground pipe slowly flooding compound,6.427294,3.415786,Other,2026-02-13 04:03:00
1978,PP20190725904,2019-07-25,Seyi Owolabi,Male,2348056724199,seyi.owolabi21@outlook.com,51804692126,Ikorodu Division,Ikorodu,Commercial,94111.0,Toilet overflow due to heavily blocked drain system,6.618471,3.508105,Other,2026-02-13 04:03:00
1979,PP20080228453,2008-02-28,Kelechi Ogunleye,Male,2349033724418,kelechi.ogunleye52@gmail.com,7249456051,Ikorodu Division,Ikorodu,Scott,94115.0,Cracked underground pipe slowly flooding compound,6.630568,3.512364,Other,2026-02-13 04:03:00
1980,PP20100903577,2010-09-03,Opeyemi Abiola,Female,2348068818815,opeyemi.abiola66@hotmail.com,92406075069,Ikeja Division,Oshodi-Isolo,Carroll,94124.0,Toilet overflow due to heavily blocked drain system,6.546284,3.327004,Other,2026-02-13 04:03:00
1981,PP20080430288,2008-04-30,Temitope Okafor,Female,2348113168530,temitope.okafor95@yahoo.com,26792491102,Ikorodu Division,Ikorodu,Leland,94134.0,"replace water heater, value $600.00",6.619893,3.518188,Other,2026-02-13 04:03:00
1982,PP20121017373,2012-10-17,Ijeoma Oladipo,Female,2348062694211,ijeoma.oladipo57@gmail.com,32704680883,Lagos Island Division,Apapa,Eddy,94109.0,"to comply with #200996543, sink in kitchen, toilet, vanity in bathroom.",6.442718,3.362631,Other,2026-02-13 04:03:00
1983,PP20150601120,2015-06-01,Ngozi Afolabi,Female,2348077741365,ngozi.afolabi91@hotmail.com,94535422842,Lagos Island Division,Lagos Mainland,Pennsylvania,94107.0,Low water pressure affecting entire household supply,6.527511,3.360304,Other,2026-02-13 04:03:00
1984,PP20081211508,2008-12-11,Chioma Mohammed,Female,2348126417176,chioma.mohammed61@yahoo.com,77268270232,Ikeja Division,Ikeja,08th,94116.0,Toilet overflow due to heavily blocked drain system,6.621953,3.364406,Other,2026-02-13 04:03:00
1985,PP20190910254,2019-09-10,Bola Oladipo,Female,2348053638600,bola.oladipo11@gmail.com,89422195861,Ikeja Division,Mushin,Market,94102.0,Flooding due to collapsed drainage system after rainfall,6.523328,3.343577,Other,2026-02-13 04:03:00
1986,PP20090715700,2009-07-15,Aisha Umeh,Female,2349038340133,aisha.umeh80@outlook.com,82696331114,Badagry Division,Ajeromi-Ifelodun,Laguna,94115.0,kitchen remodel.,6.470176,3.334167,Other,2026-02-13 04:03:00
1987,PP20101115183,2010-11-15,Obinna Ojo,Male,2348139557800,obinna.ojo91@gmail.com,29665738994,Lagos Island Division,Surulere,Balceta,94127.0,Bathroom floor drain completely clogged with wastewater backup,6.500457,3.362716,Other,2026-02-13 04:03:00
1988,PP20160728583,2016-07-28,Adebayo Bamidele,Male,2348175330824,adebayo.bamidele81@gmail.com,32838040869,Lagos Island Division,Eti-Osa,44th,94122.0,Water pipeline rupture near highway causing erosion,6.438162,3.436373,Other,2026-02-13 04:03:00
1989,PP20120217559,2012-02-17,Adebayo Abiola,Male,2348120720950,adebayo.abiola14@hotmail.com,84983213287,Badagry Division,Ajeromi-Ifelodun,Texas,94107.0,High-pressure pipe burst affecting multiple residential buildings,6.472381,3.322803,Other,2026-02-13 04:03:00
1990,PP20170207779,2017-02-07,Ayomide Afolabi,Male,2348172436527,ayomide.afolabi87@yahoo.com,1254457045,Badagry Division,Ajeromi-Ifelodun,Scott,94123.0,Sudden burst water pipe inside bathroom wall causing flooding,6.480326,3.349706,Other,2026-02-13 04:03:00
1991,PP20190710418,2019-07-10,Seyi Abiola,Male,2349071601701,seyi.abiola86@gmail.com,95896366577,Ikeja Division,Kosofe,Whitney,94131.0,Septic tank backflow causing strong sewage odor indoors,6.614821,3.405465,Other,2026-02-13 04:03:00
1992,PP20121022509,2012-10-22,Opeyemi Okafor,Female,2348194655574,opeyemi.okafor20@hotmail.com,95140999830,Badagry Division,Amuwo-Odofin,Geary,94118.0,Low water pressure affecting entire household supply,6.452429,3.229179,Other,2026-02-13 04:03:00
1993,PP20150918092,2015-09-18,Ifeanyi Okoye,Male,2348179628925,ifeanyi.okoye32@gmail.com,29186995336,Ikeja Division,Oshodi-Isolo,Mangels,94127.0,Minor kitchen sink pipe leakage under cabinet,6.559131,3.302618,Other,2026-02-13 04:03:00
1994,PP20120320265,2012-03-20,Chinedu Bamidele,Male,2348050023187,chinedu.bamidele36@outlook.com,73628229127,Badagry Division,Badagry,Park Hill,94117.0,Public tap pipe severely damaged in residential community,6.434234,2.877254,Other,2026-02-13 04:03:00
1995,PP20120711967,2012-07-11,Ayomide Umeh,Male,2348142634386,ayomide.umeh65@yahoo.com,10475183232,Badagry Division,Amuwo-Odofin,21st,94121.0,Open manhole with visible sewage leakage on street,6.433108,3.245287,Other,2026-02-13 04:03:00
1996,PP20120402559,2012-04-02,Chisom Ajayi,Female,2348153716075,chisom.ajayi68@hotmail.com,70086822118,Epe Division,Epe,Beale,94105.0,"in kitchen: change sink, lower drain @ sink, water @ fridge. in 1/2 bath: change sink . in master: change shower valve, 2 sinks, shower pan, toilet. in 2nd master: change sink, shower valve, bathtub, toilet.",6.564245,3.991111,Other,2026-02-13 04:03:00
1997,PP20140815257,2014-08-15,Temitope Yakubu,Female,2349048828814,temitope.yakubu49@yahoo.com,13382912844,Ikeja Division,Oshodi-Isolo,Fulton,94102.0,Sudden burst water pipe inside bathroom wall causing flooding,6.532949,3.308385,Other,2026-02-13 04:03:00
1998,PP20120928898,2012-09-28,Obinna Balogun,Male,2348131063435,obinna.balogun60@gmail.com,60948579707,Ikeja Division,Agege,Lomita,94122.0,"replace existing toilet, shower pan [pre-fab], shower faucet, vanity sink & faucet.",6.594722,3.332797,Other,2026-02-13 04:03:00
1999,PP20180608158,2018-06-08,Kunle Danladi,Male,2349017372426,kunle.danladi32@hotmail.com,53244680825,Ikeja Division,Alimosho,Santa Fe,94124.0,Public tap pipe severely damaged in residential community,6.625434,3.298606,Other,2026-02-13 04:03:00
2000,PP20110502877,2011-05-02,Olamide Afolabi,Male,2348172781264,olamide.afolabi47@hotmail.com,53142356126,Ikeja Division,Agege,Grant,94108.0,Persistent dripping tap in kitchen wasting water daily,6.606865,3.335688,Other,2026-02-13 04:03:00
2001,PP20110414467,2011-04-14,Amaka Akinyemi,Female,2349096130470,amaka.akinyemi65@outlook.com,43388960022,Ikeja Division,Ikeja,Victoria,94132.0,Toilet overflow due to heavily blocked drain system,6.60198,3.356226,Other,2026-02-13 04:03:00
2002,PP20190321173,2019-03-21,Kelechi Adeyemi,Male,2349066602141,kelechi.adeyemi85@yahoo.com,61707843557,Epe Division,Ibeju-Lekki,Columbus,94133.0,Water heater pipe leakage soaking utility area,6.456331,3.590926,Other,2026-02-13 04:03:00
2003,PP20080305606,2008-03-05,Chinedu Nnamdi,Male,2349044369513,chinedu.nnamdi92@hotmail.com,70890264573,Ikeja Division,Ikeja,Market,94102.0,Open manhole with visible sewage leakage on street,6.574756,3.345201,Other,2026-02-13 04:03:00
2004,PP20150506379,2015-05-06,Chioma Yakubu,Female,2348186882087,chioma.yakubu78@yahoo.com,37253531927,Ikeja Division,Ikeja,Broad,94112.0,Sewer overflow spreading wastewater near market area,6.596917,3.357833,Other,2026-02-13 04:03:00
2005,PP20120222640,2012-02-22,Kelechi Okoye,Male,2349065968592,kelechi.okoye37@yahoo.com,9580365587,Badagry Division,Ojo,36th,94121.0,Sewer overflow spreading wastewater near market area,6.461226,3.168944,Other,2026-02-13 04:03:00
2006,PP20150416792,2015-04-16,Ifeanyi Oladipo,Male,2348152399798,ifeanyi.oladipo30@yahoo.com,41292317779,Lagos Island Division,Eti-Osa,16th,94114.0,install heater for bathroom,6.42325,3.423887,Other,2026-02-13 04:03:00
2007,PP20130313011,2013-03-13,Chisom Umeh,Female,2348167913317,chisom.umeh32@gmail.com,49556092265,Badagry Division,Ajeromi-Ifelodun,Congo,94131.0,Low water pressure affecting entire household supply,6.465909,3.327509,Other,2026-02-13 04:03:00
2008,PP20090610943,2009-06-10,Kunle Bamidele,Male,2348051605224,kunle.bamidele84@yahoo.com,88832326207,Ikeja Division,Oshodi-Isolo,Quint,94124.0,Blocked drainage channel causing street-level flooding,6.548792,3.315062,Other,2026-02-13 04:03:00
2009,PP20150112040,2015-01-12,Ifeanyi Balogun,Male,2349023262931,ifeanyi.balogun25@yahoo.com,54772296287,Lagos Island Division,Apapa,Funston,94118.0,Water pipeline rupture near highway causing erosion,6.443623,3.358119,Other,2026-02-13 04:03:00
2010,PP20151211245,2015-12-11,Opeyemi Yakubu,Female,2349018009021,opeyemi.yakubu74@hotmail.com,78736504182,Ikeja Division,Kosofe,Summit,94132.0,Major pipe burst near primary school disrupting access road,6.604999,3.402463,Other,2026-02-13 04:03:00
2011,PP20130821509,2013-08-21,Amaka Chukwu,Female,2349024810526,amaka.chukwu89@gmail.com,61635878443,Ikeja Division,Oshodi-Isolo,Post,94109.0,Water main leakage along roadside causing traffic obstruction,6.535082,3.315936,Other,2026-02-13 04:03:00
2012,PP20090505138,2009-05-05,Oluwaseun Balogun,Male,2349056402262,oluwaseun.balogun55@hotmail.com,89759555657,Epe Division,Epe,03rd,94122.0,Sudden burst water pipe inside bathroom wall causing flooding,6.577214,3.980418,Other,2026-02-13 04:03:00
2013,PP20140328476,2014-03-28,Oluwaseun Okafor,Male,2349043360672,oluwaseun.okafor91@gmail.com,61936131161,Ikeja Division,Mushin,Gold Mine,94131.0,Cracked underground pipe slowly flooding compound,6.519488,3.352002,Other,2026-02-13 04:03:00
